CONTENIDO A ANALIZAR;INTENSIDAD
vaya, pensé que la referencia era sobre @casareal y lo facturado no declarado..sois basura;4
cuándo dejará de decir sandeces?;4
los corruptos quieren sacar tajadas allá donde hay. y este licenciado por los juzgados se le han criado corruptos le han dado cursos en corrupción, le han titulado corruptos, le han puesto corruptos. osea ha mamado la corrupción del cabo a rabo qe esprar de;4
otro tonto de este mundo donde hay demasiados tontos en el mundo y este elmundo;4
messi miente como la mayorí­a de los polí­ticos. no tiene escrúpulos.;4
idos a la mierda;4
que lacra tenemos que aguantar.;4
pobrecita la hdlgp;4
regalar semejante mierda, tela.;4
illa, otro separata camuflado.odia a madrid. así­ lo aprenden en la escuela, gracias a felipe gonzález ( aprendiz del mossad y corrupción total), aznar ( de perfil, con gurtel), el imbécil solemne (iniciador del odio entre españoles), rajoy (gurtel puro) y el psicópata egocéntrico;4
mas tonta y no nace.;4
vaya retrasado mental remunerado;4
gilipollez;4
inepta.;4
tenemos tonto del dia;4
@lavanguardia menuda cuadrilla de gilipollas.;4
basuras;4
"¿tienen paga semanal?

no los quieren ni sus padres, ¿por qué tenemos que quererlos aquí­ nosotros?

deportación a marruecos.";1
les partirí­a la cara a todos. panda de cobardes, inútiles. basura social.;5
que le den al inepto;4
vete a la mierda pinocho;4
asesino.;4
choriza, asesina.;4
el mundo se ha ido a la mier...;4
que rastreros son;4
lo que toda la vida se ha llamado psicopata;4
hijos de la grandí­sima puta!!!;4
ribera bocachanclas.;4
así­ os corten la luz, mentecatos!;4
si historia, sin arraigo, la llamada tierra de oportunidades se la está tragando el fango... con lo que tenemos aquí­, como para preocuparse de los de allí­, y sobre todo con lo que se la pelamos nosotros . así­ son los yankees, un poquito a tomar viento fresco.;1
son sinvergüenzas hasta el asco....;4
vaya hijos de puta y españoles muriendo de hambre;4
imbí¨cils!!!!!!!!;4
y a ti vacuna ante la estupidez permanente;4
paí­s de parásitos.;4
menudo incompetente;4
que consagren de una puta vez!!!;4
@lavanguardia putas basuras !;4
que asco todos ellos irí­an limpios ? o dejarí­an sus secreciones y restos de mierda de sus culos en el suelo me darí­a más asco que la mierda de los perros;4
esta es estúpida;4
déjenlos allí­ por gilipollas que han ido a morir;4
@lavanguardia esto es el resultado de cerrarlo todo y tratar la ciudadaní­a como gilipollas. la vera pandemia se llama polí­tica;4
terroristas de mierda. estáis tensando muchí­simo la cuerda.;4
no publicáis más que mierdas. menudo retrete informativo.;4
@lavanguardia pues si este es el preferido cómo serán los demás que pena me da cataluña con los polí­ticos inútiles que tiene;4
@lavanguardia hija de mil putas. escoria, espero que tengas lo que te mereces.;4
qué asco de gente, pero asco del grande. que se vayan a la mierda los del pp, los psoe, los de un lado y los de otro. están demostrando que no sirven, así­ es que fuera. nunca vi tanto polí­tico malo junto;4
@lavanguardia ole ese juez #asco;4
@lavanguardia sois unos impresentables, vale ya de criminalizar;4
confinense ustedes, basura mediática.;4
@lavanguardia son infiltrados, y traidores como ustedes vanguardia de reversa y de mierda;4
@lavanguardia mentira, son gente de biden, estaba planeado de esa manera y tu lo sabes. no se saldran con la suya. ya lo vereis jilipollas;4
@lavanguardia y al hijo puta este no le da el covid, ni un puto jamacuco? pues que puta mierda de vida.;4
@chicotelerena como no van a faltar dosis con la de gentuza que se las está poniendo sin que les toque;4
@lavanguardia sois tontos?? os gusta ser tontos??? denunciados;4
joder que asco de propaganda barata,esos no han cogido una pala en su puta vida,esto es realidad virtual.;4
ajoraaaa cuando han muerto miles y miles de personas. que hijos de .....;4
@cope @chicotelerena el que vení­a por la corrupción y demuestra que es el más corrupto;4
@ggines h d l g p;4
@lavanguardia más gilipollas los que le siguen...;4
@lavanguardia @josepcorbella  a tomar por culo la vacuna;4
que mierda  , gilipollas sobran es este paí­s.;4
gobierno de marionetas....;4
@psoe @podemos tomad nota de una pvt4 vez;4
@irenemate cobarde hp;4
confinaros vosotros, lacayos;4
esto huele a carguito. lamer la chepa siempre tiene su recompensa.;4
"terroristas informativos provocando histeria colectiva. gente con crisis de ansiedad por tragarse noticias como esta 24x7.
deberí­ais acabar en la cárcel todos los periodistas de este estilo por lo que estáis haciendo durante la pandemia.";3
que hija de puta. si seguro que hicieron lo que ella les propuso y/o autorizó. de q va esta mierda d persona comparada cn l dignidad d ls profesionales d l milicia q defienden nuestra soberaní­a,l contrario d l q hn hecho/hacen ls d ls partids soviético d marxistoides n  q milita;4
panfleto vergonzoso y fascista.;4
jajajajaja ya era hora. lo siguiente, q abandone el pais y se vaya a tomar por culo.;4
eso por bocazas y por ir de listo;4
"hasta cuando se tiene que pagar a estos chupopteros de nuestros impuestos? son una panda de sanguijuelas.

no dan un palo al agua. unos trabajan 364 dí­as para que otros trabajan uno (1 de mayo)";4
otra perrofkauta, que exige con el dinero de los demás.;4
el sr. jorge javier es .....un incompetente como periodista!!! y encima le pagan!!!! menudo mentecato!!!!!;4
menuda gilipollez, ya después de puestas, que van a desperdiciarlas? el mal ya está hecho;4
@isabelvega algún dí­a se os va acabar mentir impunemente, espero que no tarde para mearme de risa en vuestra geta;4
terrorismo social indiscriminado contra la población y la masa informe aplaudiendo!;4
esta gente más tonta y no nace;4
la que faltaba pero luego para dar a luz reserva una planta entera en un hospital privado vete a la mierda señora;4
la estupidez en españa no tiene lí­mites;4
ya que... que se pongan segunda dosis... es una eatupidez...;4
vaya gilipollez es como tirar la vacuna.incompetentes para todo.;4
@isabelvega sois basura panfletaria.;4
iluminates a todo trapo aparecen joder que gentuza que fastidian y hacen más mal que bien a callar ya;4
terroristas.;4
el titular de la noticia es falso y en el contenido está desmentido. joder qué panfleto...;4
menuda educación tiene la pijita....;4
que os vayáis a tomar por culo payasos.;4
@rosyrunrun espero que se cogan un constipado, por postureo y gilipoyas;4
etarras unidos siempre serán asesinos.;4
@ggines que puta vergüenza!!!!;4
tres motivos por los que me podéis comer la polla.;4
pues vaya gilipollez, encima lo remata para que no valgan para nada...;4
¿cómo?¿qué solo habrán 10? puta vida tete...;4
que gentuza. una vergüenza. dimisión y multa.;4
@mjmonteroc patética;4
caraduras y sinvergüenzas.;4
@alandete abc es patético.;4
que vergüenza de polí­ticos..da igual del signo q sean.. primero se vacunan ellos y sus proles..y el resto a morir como ratas..;4
pues falta la mejor. menuda mierda...;4
la madre que la pario;4
el bicho mas malo que ha parido andalucí­a;4
patético;4
bendita gilipollez;4
@realityblogshow lo patético es que haya gente que vea esa basura.;4
periodismo... dais asco;4
ya era hora parásito;4
que puta casualidad;4
vaya inculta, así­ está este paí­s cada vez la gente sabe menos!!;4
"@fj_calero pero que cara dura y feta tienen est@s ppvoxceros.
gentuza y basura.";4
"y esto quien lo autorizó ???
el ppvoxcero de turno y su panda de psicópatas homicidas.";4
gentuza y basura.;4
@lauralbor no se ha demostrado correlación entre confinamientos y reducción de contagios son inútiles solo hay que bajar la ct de pcr a 25 y exigir cultivo celular de contraste para declarar un positivo y se acabó la plandemia de casos.;4
menuda gilipollas;4
gilipollas.;4
idiota y anormal esta mujer...no llorara por los 80000 fallecidos por covid 19, la ruina de españa, y el frio, y los muertos en la indigencia...hija mia, te puedes poner mucho botoz, y cosas en la cara...pero el cerebro no te lo pueden poner....eres idiota, y esto me lo confirma.;4
mienten más que hablan. menudos sinvergüenzas...;4
ya ves tu la polemica.. la gente es tonta.;4
confinaros vosotros el cerebro cabrones;4
@alandete mentirosos, sois basura informando;4
@ggines que gobierno tan sarcástico su puta madre;4
gillipollas  hay en todas partes!;4
menuda cagada...;4
putos desgraciados,golfos;4
a ver si investigamos todo con el mismo empeño. que menuda panda de interesados estáis hechos.;4
panda de corruptos;4
no cabe un tonto más.;4
"gobierno veleta
donde dije digo,digo diego";4
me importa una mierda;4
subnormales he inresponsables tiene que aver de todo;4
menudo panfleto propagandí­stico que sois;4
payasa;4
bueno... antes de muerto estaba gordo y loco... y drogadicto;4
menudo asco !!;4
como guinda al pastel deberí­an quemar el vehí­culo y dejarlo abandonado en el descampado del metropolitano. #mhdp;4
un asesino de animales y un gordo seboso y subnormal;4
otra pajarraca más;4
bravo, a la perrera!  no hay cabida para esta escoria.;4
chiste gallego,confundieron informático con sintomático.;4
me hace mucha gracia que gente que tiene dinero por todas partes exija nada sin decir, yo aporto x para q se solucione.  cómo se nota q opinar es gratis, pero hay q ser patética...;4
@blauigrana12 que hijos de la gran puta;4
ratas!!!!!!;4
subnormal;4
hijo de puta!;4
no da ni una este trozo de inútil;4
mal nacido;4
@ggines el derecho a la propiedad en españa a la mierda. aviso a posibles inversores pensarlo antes de comprar en este paí­s. con el apoyo del gobierno del coletas una patada en la puerta y te quedas sin propiedad;4
@rosyrunrun un tonto coje una linde;4
me importa una mierda madrid y sus putas calles..... ha ha ha.... í neu a pastar... ha ha ha....;4
puto estafador y kadron;4
"terroristas, ¿cómo abrazar sin tocar? 
sois lo peor";4
menuda jeta tienen...;4
gobierno de asesinos;4
coño, que los asesinos terroristas para la fiscalí­a no son asesinos;4
chupa chupa chupa, no chupachus;4
al pedófilo demócrata;4
@mjgaar menos gilipollas aún anciano,q vd tmb llegará y nos puede pasar a cualquiera. aquí­ el malo es el q ha hecho este fraude;4
¿a cuántos hombres habrán ejecutado mientras tanto? esta es la justicia patriarcal de la que tanto se quejan las feministas cuando en realidad tienen un trato a favor por ser mujeres apabullante.;4
a la carcel y alli te haces el chuleta que te van a poner guapo hdp;4
psicópatas!;4
@saulortizs en ese asqueroso programa de sálvame lo único que quieren es destruir a los que de verdad valen, y ellos como no son nadie, solo payasos , jamás pueden compararse con isabel gemio que es una grande profesional, el jorge j. imprescindible como es no le llega ni a la clancleta;4
qué vergüenza de polí­ticos,..estos ni son polí­ticos ni son nada.son unos mierderos sin escrúpulos ningunos,todos..;4
menudo incompetente es tí­o quien permitió esa relajación como en verano tú y el inútil del filósofo catalán.;4
creo que se pasa a parler. si no da por culo no es nadie;4
basura, terrorismo informativo;4
jajajajajaja, pero cómo sois tan ridí­culos, seguid mamando biberón gordo;4
menuda estupidez, españa es uno de los paí­ses europeos más estrictos en el uso de las mascarillas desde el primer momento. mientras aquí­ llevamos mascarilla así­ que ponemos un pie en la calle, en europa es obligatoria solo  en determinadas situaciones.;4
me cago en vuestros muertos completos!!  hijos de perra!! mal nacidos!!;4
a mamarlaaaaaaaaa;4
@la_informacion rojos... hambre y piojos.;1
que le den por culo y se vuelva a su tierra el muy mongolo;4
"y su padre dando el mejor ejemplo.
un chorizo de mucho cuidado.";4
pobre lo pais, ya ni los comentarios de los suscriptores defienden esta patraña. por supuesto los que escriben aquí­ os ponen a parir. me darí­a vergüenza ser un fan de lopaí­s.;4
"vergüenza les deberí­a dar.
esto es llanamente desinformación. 
menos mal q son un medio serio, con editor y bla, bla, bla...";4
basura que deberí­a estar para siempre apartado de la sociedad. a cuántas personas más tiene que hacer daño?;4
españa es el paraiso para los delincuentes , no es de extrañar. viven mas protegidos que el que no lo és. y con este gobierno el tema se ha puesto más grave.;2
esta gente no tendrí­a k ser noticia. tendrí­a k ser carne de cementerio;4
maten a esa rata y ya...;5
"ni leyenda ni na, puto chorizo de mierda, al que no se le tení­a que dar tanto bombo.
escoria inútil, que no valen para nada.";4
una vergüenza que la policí­a se juega el tipo cada vez que detiene a este basura y los jueces le ponen en la calle.;4
usen la formula de la policia rd. el caco fue muerto en 'intercambio de disparos'. fin de su historia.;5
y pensar qué 20 gramos de plomo correctamente colocados en su cabecita, terminarí­an con esa larga historia delictiva...;5
